CodigoDC,Cliente,Marca,Cupo
596293,4482,40,16
596293,6245,40,16
596293,14570,40,16
596311,3487,40,16
596312,7096,40,16
596327,2522,39,20
596328,2888,40,16
596328,2972,40,16
596328,3552,40,16
596328,4935,40,16
596328,5386,40,16
596328,5627,40,16
596328,5672,40,16
596328,10777,40,16
596328,11213,40,16
596328,13212,40,16
596328,13466,40,16
596329,2070,39,20
596329,2615,39,20
596329,2710,39,20
596329,4957,39,20
596329,5130,39,20
596329,9239,40,16
596329,9331,39,20
596329,10088,40,16
596329,12086,40,16
596329,12559,40,16
596329,14246,39,20
596358,852,40,16
596358,1559,40,16
596358,6881,40,16
596358,9755,40,16
596358,11909,40,16
596363,3378,40,16
596407,8272,40,16
596420,1117,40,16
596420,2679,39,20
596420,2759,39,20
596420,4265,40,16
596420,4995,40,16
596420,6385,39,20
596420,9261,40,16
596420,9290,40,16
596420,13031,40,16
596420,13493,40,16
596422,347,40,16
596422,604,40,16
596422,3668,40,16
596422,6547,40,16
596422,10881,40,16
596422,12041,40,16
596422,12439,40,16
596422,13689,40,16
596423,5199,40,16
596423,11778,40,16
596423,12186,40,16
596423,13176,40,16
596426,5704,40,16
596441,3239,40,16
596460,12371,39,20
596491,2215,40,16
596491,3607,40,16
596491,4109,40,16
596491,5297,40,16
596491,6648,40,16
596491,8402,40,16
596491,8513,40,16
596491,11006,40,16
596491,11281,40,16
596491,11646,40,16
596491,11922,40,16
596491,13047,40,16
596491,13162,40,16
596501,1106,40,16
596501,5261,39,20
596501,7861,40,16
596501,11464,40,16
596528,812,40,16
596528,853,40,16
596528,4596,40,16
596528,4634,40,16
596528,6471,40,16
596528,10125,40,16
596528,10216,40,16
596529,3066,40,16
596529,3169,40,16
596529,3850,40,16
596529,7095,40,16
596529,8332,40,16
596529,9583,40,16
596529,9833,40,16
596529,10271,40,16
596529,11000,40,16
596530,2374,39,20
596530,2382,39,20
596530,2726,39,20
596530,4220,39,20
596530,4303,39,20
596530,5337,40,16
596530,6384,39,20
596530,6559,39,20
596530,6846,39,20
596530,7238,39,20
596530,8039,40,16
596530,10130,39,20
596530,10461,39,20
596530,14249,39,20
596535,10111,40,16
596537,3983,40,16
596538,5409,40,16
596538,12710,40,16
596547,7903,39,20
596547,8805,40,16
596547,9273,40,16
596547,11316,39,20
596558,7184,40,16
596561,5516,40,16
596564,527,40,16
596564,3442,40,16
596564,3786,40,16
596564,3869,40,16
596564,6712,40,16
596564,6969,40,16
596564,9260,40,16
596564,12050,40,16
596564,13390,40,16
596564,14081,40,16
596565,10356,40,16
596567,4772,40,16
596568,2459,39,20
596570,1731,40,16
596570,4300,40,16
596570,5104,39,20
596570,11861,40,16
596574,5344,40,16
596586,3538,40,16
596586,3631,40,16
596586,3917,40,16
596586,4053,40,16
596586,7037,40,16
596586,8135,40,16
596586,9747,40,16
596586,13437,40,16
596587,5890,40,16
596587,12877,40,16
596588,2550,39,20
596588,2554,39,20
596588,4302,40,16
596604,4080,40,16
596604,5778,40,16
596604,12447,40,16
596604,12936,40,16
596605,8020,40,16
596606,7046,40,16
596606,8300,39,20
596606,14337,39,20
596612,1863,40,16
596613,3525,40,16
596614,8359,40,16
596644,3541,40,16
596644,6367,40,16
596671,3321,40,16
596697,3771,40,16
596698,2604,39,20
596708,1130,40,16
596708,2058,39,20
596708,2384,39,20
596708,2813,39,20
596708,4218,40,16
596708,4992,40,16
596708,5049,39,20
596708,5128,39,20
596708,5958,40,16
596708,6905,40,16
596708,8432,40,16
596708,12845,40,16
596708,13576,40,16
596708,13660,40,16
596708,13939,40,16
596710,1553,40,16
596710,2150,40,16
596710,2210,40,16
596710,4046,40,16
596710,4079,40,16
596710,5413,40,16
596710,5434,40,16
596710,10690,40,16
596710,11476,40,16
596710,11934,40,16
596710,13327,40,16
596710,14409,40,16
596711,322,40,16
596711,348,40,16
596711,436,40,16
596711,2993,40,16
596711,3300,40,16
596711,3406,40,16
596711,3591,40,16
596711,5968,40,16
596711,6163,40,16
596711,7047,40,16
596711,9982,40,16
596711,10562,40,16
596711,11361,40,16
596712,1651,40,16
596712,1736,40,16
596712,4778,40,16
596712,5652,40,16
596712,6047,40,16
596712,11261,40,16
596721,3772,40,16
596784,12872,40,16
596784,14375,40,16
596786,6159,40,16
596815,359,40,16
596815,3127,40,16
596815,3689,40,16
596815,5182,40,16
596815,7188,40,16
596815,7690,40,16
596894,6029,40,16
596908,2071,39,20
596908,8787,40,16
596908,14122,40,16
596909,5873,40,16
596909,8228,40,16
596909,8735,40,16
596909,9357,40,16
596920,4155,40,16
596926,4275,40,16
596927,3429,40,16
596927,13117,40,16
596928,12104,40,16
596932,3471,40,16
596944,4222,40,16
596945,6104,40,16
596945,6224,40,16
596945,10404,40,16
596945,10556,40,16
596945,11764,40,16
596946,4875,40,16
596962,7914,39,20
596964,3197,40,16
596964,6101,40,16
596965,4812,40,16
596965,5635,40,16
596965,12507,40,16
596981,2440,39,20
596983,7531,40,16
596983,13583,40,16
596984,14322,40,16
597001,2594,39,20
597001,4247,40,16
597002,2887,40,16
597002,10382,40,16
597003,8827,40,16
597018,7092,39,20
597021,10291,40,16
597036,4975,40,16
597036,13138,40,16
597037,7336,40,16
597037,12109,40,16
597052,10147,40,16
597072,2443,39,20
597072,4265,40,16
597072,4346,39,20
597072,5121,39,20
597072,5946,39,20
597072,5973,40,16
597072,7620,39,20
597072,8361,39,20
597072,10338,39,20
597074,4125,40,16
597074,5786,40,16
597074,12508,40,16
597074,12859,40,16
597074,13908,40,16
597075,12259,40,16
597076,1838,40,16
597076,4468,40,16
597076,11936,40,16
597076,12372,40,16
597076,14213,40,16
597077,1860,40,16
597078,2151,40,16
597078,12607,40,16
597078,12673,40,16
597079,7893,40,16
597093,2713,39,20
597094,11031,40,16
597127,4816,40,16
597131,1981,39,20
597184,4288,40,16
597184,4296,40,16
597184,5275,40,16
597220,2840,39,20
597220,7539,39,20
597220,11268,40,16
597220,13663,39,20
597221,6346,40,16
597221,10714,40,16
597221,12473,39,20
597221,12473,40,16
597221,12845,40,16
597221,14509,40,16
597222,2207,40,16
597222,2881,40,16
597222,3027,40,16
597222,3765,40,16
597222,4121,40,16
597222,5682,40,16
597222,6035,40,16
597222,7063,40,16
597222,7573,40,16
597222,9307,40,16
597222,9878,40,16
597222,11655,40,16
597222,13370,40,16
597222,13876,40,16
597222,14401,40,16
597223,393,40,16
597223,521,40,16
597223,8755,40,16
597223,10165,40,16
597223,10951,40,16
597224,1736,40,16
597224,4694,40,16
597224,5689,40,16
597224,6907,40,16
597224,8175,40,16
597224,8944,40,16
597224,8996,40,16
597224,10447,40,16
597224,12052,40,16
597233,3046,40,16
597280,6564,40,16
597281,9263,39,20
597282,1934,40,16
597297,2748,39,20
597327,380,40,16
597327,447,40,16
597327,3180,40,16
597327,3225,40,16
597327,5495,40,16
597327,6950,40,16
597327,12461,40,16
597327,14256,40,16
597328,467,40,16
597328,2211,40,16
597328,3552,40,16
597328,4882,40,16
597328,9962,40,16
597328,10701,40,16
597328,10806,40,16
597328,12688,40,16
597328,12958,40,16
597328,13280,40,16
597328,14141,40,16
597329,1625,40,16
597329,1885,39,20
597329,2785,39,20
597329,2816,39,20
597329,4307,40,16
597329,5752,39,20
597329,6584,39,20
597329,6609,40,16
597329,7571,40,16
597329,7656,40,16
597329,7739,40,16
597329,12086,40,16
597329,12748,40,16
597330,827,40,16
597330,9969,40,16
597330,10257,40,16
597330,14376,40,16
597331,975,40,16
597331,5167,40,16
597331,10497,40,16
597346,4542,40,16
597351,10407,40,16
597367,7189,40,16
597368,5588,39,20
597373,9661,40,16
597375,10184,40,16
597379,2176,40,16
597379,3358,40,16
597379,4022,40,16
597379,5274,40,16
597379,7673,40,16
597379,8056,40,16
597379,8885,40,16
597379,9527,40,16
597379,11589,40,16
597379,13614,40,16
597380,5466,40,16
597380,6418,40,16
597381,1729,40,16
597381,2004,40,16
597381,2390,39,20
597381,2588,39,20
597381,5133,39,20
597381,7756,39,20
597381,8095,39,20
597381,9741,39,20
597382,761,40,16
597382,11825,39,20
597393,12707,40,16
597396,5877,40,16
597398,442,40,16
597398,3459,40,16
597398,5021,40,16
597398,5728,40,16
597398,6998,40,16
597398,7417,40,16
597398,7986,40,16
597398,9824,40,16
597398,12050,40,16
597398,14392,40,16
597399,9791,40,16
597400,1708,40,16
597400,2590,39,20
597400,2784,39,20
597400,4461,39,20
597400,7655,40,16
597400,10498,40,16
597400,12815,39,20
597414,11548,40,16
597418,316,40,16
597418,357,40,16
597418,4141,40,16
597418,12975,40,16
597419,6733,40,16
597419,12003,40,16
597420,6141,40,16
597420,11184,40,16
597420,12266,40,16
597421,6824,40,16
597421,9460,39,20
597421,14504,40,16
597438,3714,40,16
597438,4156,40,16
597438,5950,40,16
597438,11588,40,16
597439,1558,40,16
597439,11311,40,16
597440,1604,40,16
597440,7316,39,20
597440,10649,40,16
597440,12616,39,20
597445,4790,40,16
597448,999,40,16
597448,4471,40,16
597457,1091,40,16
597473,457,40,16
597473,4003,40,16
597474,12531,40,16
597475,1757,39,20
597475,11058,39,20
597476,2233,40,16
597476,9627,40,16
597476,11265,40,16
597476,13460,40,16
597476,14457,40,16
597507,4244,40,16
597507,4245,40,16
597507,4246,40,16
597507,4316,40,16
597507,7160,40,16
597507,8768,40,16
597507,14173,40,16
597510,3306,40,16
597510,11202,40,16
597510,12914,40,16
597537,3321,40,16
597537,7214,40,16
597537,11401,40,16
597539,7726,40,16
597560,2204,40,16
597560,2205,40,16
597560,2950,40,16
597560,3196,40,16
597560,3483,40,16
597560,3692,40,16
597560,4071,40,16
597560,4496,40,16
597560,5755,40,16
597560,7971,40,16
597560,8288,40,16
597560,9102,40,16
597560,9878,40,16
597560,10204,40,16
597560,11820,40,16
597560,12055,40,16
597560,13189,40,16
597576,8476,40,16
597576,9402,40,16
597576,9841,40,16
597576,9985,39,20
597576,12608,39,20
597576,14095,40,16
597576,14173,40,16
597577,2154,40,16
597577,3138,40,16
597577,3864,40,16
597577,4012,40,16
597577,5798,40,16
597577,7305,40,16
597577,8271,40,16
597577,12323,40,16
597578,998,40,16
597578,6855,40,16
597588,4155,40,16
597591,4032,40,16
597594,1840,39,20
597594,1980,40,16
597594,11673,40,16
597612,7161,40,16
597613,3523,40,16
597613,8465,40,16
597629,12956,39,20
597631,13021,40,16
597648,4019,40,16
597648,8489,40,16
597648,10616,40,16
597648,13518,40,16
597649,4851,40,16
597663,1613,40,16
597663,8020,40,16
597667,2483,39,20
597669,3101,40,16
597669,14276,40,16
597678,5534,40,16
597688,5878,40,16
597688,14419,40,16
597704,7092,39,20
597705,7406,40,16
597705,12687,40,16
597706,14295,40,16
597722,7862,40,16
597722,9323,40,16
597739,6444,39,20
597739,7853,39,20
597757,2608,39,20
597757,2682,39,20
597758,11589,40,16
597759,4837,40,16
597759,11082,40,16
597760,2038,40,16
597760,2390,39,20
597760,4220,39,20
597760,5133,39,20
597760,10190,39,20
597760,11463,40,16
597760,12718,39,20
597760,12995,40,16
597760,13831,39,20
597760,14249,39,20
597771,8424,40,16
597775,13346,40,16
597776,442,40,16
597776,3060,40,16
597776,3174,40,16
597776,3882,40,16
597776,11157,40,16
597776,12580,40,16
597776,14133,40,16
597777,1583,40,16
597778,2501,39,20
597778,6070,40,16
597778,7979,39,20
597794,2703,39,20
597794,9514,40,16
597794,12392,39,20
597794,13465,40,16
597796,659,40,16
597796,3063,40,16
597796,3185,40,16
597796,3226,40,16
597796,3938,40,16
597796,5400,40,16
597796,7962,40,16
597796,8167,40,16
597797,4552,40,16
597797,5989,40,16
597797,14613,40,16
597799,12673,40,16
597800,6064,40,16
597815,4338,40,16
597846,9687,40,16
597847,6900,40,16
597848,9326,40,16
597875,6074,40,16
597875,8098,40,16
597876,521,40,16
597876,560,40,16
597876,577,40,16
597876,7206,40,16
597876,8576,40,16
597876,8640,40,16
597876,13962,40,16
597876,14151,40,16
597879,6744,40,16
597879,7426,40,16
597879,8526,40,16
597879,13035,40,16
597879,14186,40,16
597894,11449,40,16
597915,4757,40,16
597950,2837,39,20
597950,11662,39,20
597972,449,40,16
597972,500,40,16
597972,3308,40,16
597972,3605,40,16
597972,3863,40,16
597972,4141,40,16
597972,6292,40,16
597972,6504,40,16
597972,6733,40,16
597972,7095,40,16
597972,9485,40,16
597972,10859,40,16
597981,5193,40,16
597981,8142,40,16
597981,10994,40,16
597981,12266,40,16
597981,13589,40,16
597982,1786,39,20
597982,1999,40,16
597982,2388,39,20
597982,2804,39,20
597982,5335,39,20
597999,3466,40,16
597999,3573,40,16
597999,4163,40,16
597999,6056,40,16
597999,6954,40,16
597999,8036,40,16
597999,8751,40,16
597999,11457,40,16
597999,13280,40,16
597999,13482,40,16
598000,328,40,16
598000,2189,40,16
598000,3074,40,16
598000,8828,40,16
598000,11941,40,16
598000,12410,40,16
598000,12699,40,16
598000,14257,40,16
598001,2012,40,16
598001,4624,40,16
598002,1716,40,16
598002,12616,39,20
598018,3210,40,16
598018,5770,40,16
598018,10716,40,16
598018,11557,40,16
598019,893,40,16
598019,1578,40,16
598019,1644,40,16
598019,8166,40,16
598019,8752,40,16
598020,7916,40,16
598021,591,40,16
598021,2330,40,16
598021,7233,40,16
598021,7534,40,16
598022,2732,39,20
598022,2752,39,20
598022,2816,39,20
598022,2820,39,20
598022,2831,39,20
598022,5110,39,20
598022,5496,39,20
598022,7591,39,20
598022,7974,39,20
598022,8756,39,20
598022,8783,39,20
598022,8790,39,20
598022,9265,40,16
598022,9410,39,20
598022,11625,40,16
598022,12222,40,16
598023,4846,40,16
598023,5169,40,16
598023,6025,40,16
598023,9524,40,16
598023,10497,40,16
598058,7419,40,16
598067,12026,40,16
598070,2879,40,16
598070,3403,40,16
598070,3620,40,16
598070,3909,40,16
598070,4120,40,16
598070,7523,40,16
598070,7673,40,16
598070,8467,40,16
598082,6067,40,16
598123,4914,39,20
598156,1405,39,20
598156,6928,39,20
598156,11137,40,16
598175,12102,40,16
598192,7250,40,16
598198,208,40,16
598210,12403,39,20
599561,12454,40,16
599564,8664,40,16
599566,555,40,16
599566,5393,40,16
599567,10928,40,16
599568,2997,40,16
599569,553,39,20
599573,3531,40,16
599621,490,40,16
599639,559,40,16
599639,3427,40,16
599651,6622,40,16
599653,6733,40,16
599739,3031,40,16
599739,10951,40,16
599741,524,40,16
599745,9199,40,16
600996,6871,40,16
602868,7854,40,16
602871,2955,40,16
602889,3379,40,16
602894,10083,40,16
602896,6812,40,16
602897,4757,40,16
602900,3916,40,16
602903,9512,40,16
602905,1536,40,16
602920,11662,39,20
602921,6052,40,16
602933,3575,40,16
602933,4048,40,16
602934,3839,40,16
602938,9299,40,16
602968,5877,39,20
602971,5516,40,16
602976,10550,40,16
602977,679,40,16
602978,708,40,16
602978,7673,40,16
602980,3385,40,16
602980,3399,40,16
602980,4015,40,16
602982,1840,39,20
602982,8203,40,16
602982,12921,40,16
602983,8123,39,20
602983,10497,40,16
602984,553,39,20
602984,2189,40,16
602984,6009,40,16
602984,6101,40,16
602984,11886,40,16
602985,1136,40,16
602985,4158,40,16
602985,4824,40,16
602985,6964,40,16
602985,7059,40,16
602985,12507,40,16
602987,3579,40,16
602988,9699,40,16
602989,3240,40,16
602989,3946,40,16
602992,3789,40,16
602992,4851,40,16
602992,7037,40,16
602993,6672,40,16
602993,8638,40,16
602995,2620,39,20
602995,7773,40,16
603002,4975,40,16
603002,6722,40,16
603009,5878,40,16
603027,2223,40,16
603028,2183,40,16
603028,11640,40,16
603029,3125,40,16
603031,12454,40,16
603032,5986,39,20
603032,7853,39,20
603033,6082,40,16
603033,8234,40,16
603034,12074,40,16
603037,5751,40,16
603042,7737,40,16
603059,7775,40,16
603059,10567,39,20
603060,21,40,16
603060,461,40,16
603060,3090,40,16
603060,4223,40,16
603060,11052,39,20
603061,479,40,16
603061,536,40,16
603061,3987,40,16
603061,9617,40,16
603061,10215,40,16
603062,2241,40,16
603062,2885,40,16
603062,3244,40,16
603062,3247,40,16
603062,6483,40,16
603062,7306,40,16
603062,10380,40,16
603062,13161,40,16
603063,2219,40,16
603063,2222,40,16
603063,3689,40,16
603063,4202,40,16
603063,5611,40,16
603063,7176,39,20
603063,8907,40,16
603063,11207,40,16
603063,11421,40,16
603063,13103,40,16
603064,1572,40,16
603064,4701,40,16
603064,7063,40,16
603064,7519,40,16
603064,8228,40,16
603064,9117,40,16
603064,13847,40,16
603065,5414,40,16
603065,6935,40,16
603065,7979,39,20
603065,8784,40,16
603065,9260,40,16
603065,12266,40,16
603067,3959,40,16
603067,7024,40,16
603068,5402,40,16
603068,9888,40,16
603069,11948,40,16
603071,2633,39,20
603071,6409,40,16
603079,8774,40,16
603096,2009,40,16
603096,4864,39,20
603096,5299,40,16
603097,1600,40,16
603097,2757,39,20
603097,3050,40,16
603097,3456,40,16
603097,7065,40,16
603097,7818,40,16
603098,2710,39,20
603098,2865,40,16
603099,1939,40,16
603099,2224,40,16
603099,3485,40,16
603099,6025,40,16
603099,7878,40,16
603099,13039,40,16
603100,11195,39,20
603100,12582,40,16
603102,3992,40,16
603102,10540,40,16
603102,10947,40,16
603103,2801,40,16
603103,3899,40,16
603105,4783,40,16
603105,6334,40,16
603105,11526,40,16
603105,11572,40,16
603106,7399,40,16
603107,10747,39,20
603109,5814,40,16
603109,11764,40,16
603125,2625,39,20
603126,1580,40,16
603126,4995,40,16
603126,8916,40,16
603126,9548,39,20
603126,10306,40,16
603126,11892,40,16
603128,5010,40,16
603128,6941,40,16
603131,8948,40,16
603133,6298,39,20
603133,10892,40,16
603135,3805,40,16
603135,9652,40,16
603136,3421,40,16
603136,4706,40,16
603136,8652,40,16
603164,3498,40,16
603169,3131,40,16
603177,5706,39,20
603178,2431,39,20
603179,7534,40,16
603180,3080,40,16
603180,6092,40,16
603183,9679,40,16
603183,11727,40,16
603184,12884,40,16
603185,3980,40,16
603185,6166,40,16
603186,6855,40,16
603195,4575,40,16
603199,2204,40,16
603201,819,40,16
603201,6172,40,16
603202,3627,40,16
603202,9757,39,20
603203,1224,40,16
603212,1959,40,16
603250,6410,40,16
603250,8917,40,16
603251,11834,40,16
603282,4059,40,16
603282,11660,40,16
603319,3933,40,16
603319,4199,40,16
603339,579,40,16
603383,3768,40,16
603510,4660,40,16
603510,8207,40,16
603963,5217,40,16
603974,9158,40,16
603976,10424,40,16
604042,13273,40,16
604050,2604,39,20
604059,5876,40,16
604060,2812,39,20
604060,3797,40,16
604065,13518,40,16
604069,8827,40,16
604111,7336,40,16
604111,11549,40,16
604119,2948,40,16
604135,11975,40,16
604136,9036,39,20
604136,10036,40,16
604137,10376,40,16
604138,590,40,16
604138,1821,40,16
604138,7814,39,20
604140,12110,40,16
604140,12803,40,16
604141,554,40,16
604174,7187,40,16
604174,13163,40,16
604176,380,40,16
604176,416,40,16
604176,11292,40,16
604179,5622,40,16
604203,1114,40,16
604204,1492,40,16
604205,12488,39,20
604206,13138,40,16
604210,10701,40,16
604254,6750,40,16
604258,2685,39,20
604259,10465,40,16
604278,3179,40,16
604340,10773,40,16
604367,8424,39,20
604430,9263,39,20
604599,4222,40,16
604608,13145,40,16
604687,12960,40,16
607935,2527,39,20
607939,8649,40,16
607939,10385,40,16
607939,12748,40,16
607952,4403,39,20
607952,14933,40,16
607962,11646,40,16
607964,6862,40,16
607964,14663,40,16
607988,2666,39,20
607988,5115,39,20
607988,6109,40,16
607988,6958,39,20
607988,10977,40,16
607995,1596,40,16
607999,13675,39,20
608009,3084,40,16
608334,6771,40,16
608335,4393,39,20
608339,10529,39,20
608358,2663,39,20
608376,2629,39,20
608376,6931,39,20
608399,2831,39,20
608402,5100,39,20
608404,2728,39,20
608404,5457,40,16
608406,3196,40,16
608437,7767,40,16
608514,5522,39,20
612535,7977,29,9
612728,1070,40,16
612728,1082,40,16
612728,1160,40,16
612728,1293,40,16
612728,1395,40,16
612728,1449,40,16
612728,6442,40,16
612728,6460,40,16
612728,7359,40,16
612728,7538,40,16
612730,1210,40,16
612730,1340,40,16
612730,9705,40,16
612730,10387,40,16
612730,13075,40,16
612731,622,40,16
612731,6427,40,16
612731,7166,40,16
612731,8491,40,16
612732,18,40,16
612732,237,40,16
612732,7652,40,16
612732,8925,40,16
612732,10046,40,16
612732,11087,40,16
612732,11978,40,16
612732,12571,40,16
612732,14883,40,16
612734,8545,40,16
612734,13896,40,16
613063,8285,29,9
613065,1391,29,9
613065,5739,29,9
613068,1409,29,9
613096,10767,29,9
613106,51,29,9
613117,204,29,9
613124,2882,29,9
613206,8784,29,9
613209,622,29,9
613210,2121,29,9
613210,2140,29,9
613210,2814,29,9
613215,2181,29,9
613215,5432,29,9
613250,7231,29,9
613280,3334,29,9
617780,1149,40,16
617780,1502,40,16
617780,1515,40,16
617780,1533,40,16
617780,2260,40,16
617780,2280,40,16
617780,2284,40,16
617780,2318,40,16
617780,2320,40,16
617780,6473,40,16
617780,7152,40,16
617780,7416,40,16
617780,7627,40,16
617780,7954,40,16
617780,8463,40,16
617780,8976,40,16
617780,9302,40,16
617780,9324,40,16
617780,9733,40,16
617780,9861,40,16
617780,10387,40,16
617780,10814,40,16
617780,11064,40,16
617780,11163,40,16
617780,11248,40,16
617780,14165,40,16
617781,582,40,16
617781,583,40,16
617781,597,40,16
617781,625,40,16
617781,629,40,16
617781,642,40,16
617781,649,40,16
617781,664,40,16
617781,726,40,16
617781,1083,40,16
617781,1156,40,16
617781,1181,40,16
617781,1195,40,16
617781,1253,40,16
617781,1256,40,16
617781,1278,40,16
617781,1284,40,16
617781,1292,40,16
617781,1307,40,16
617781,1312,40,16
617781,1329,40,16
617781,1344,40,16
617781,1384,40,16
617781,1420,40,16
617781,1451,40,16
617781,1490,40,16
617781,1504,40,16
617781,3386,40,16
617781,5416,40,16
617781,5594,40,16
617781,5882,40,16
617781,6789,40,16
617781,6851,40,16
617781,7110,40,16
617781,7126,40,16
617781,7315,40,16
617781,7372,40,16
617781,7618,40,16
617781,7858,40,16
617781,8485,40,16
617781,8505,40,16
617781,8731,40,16
617781,8904,40,16
617781,8914,40,16
617781,8923,40,16
617781,9209,40,16
617781,9431,40,16
617781,9440,40,16
617781,9873,40,16
617781,10485,40,16
617781,10824,40,16
617781,11036,40,16
617781,11140,40,16
617781,11593,40,16
617781,11657,40,16
617781,12341,40,16
617781,12548,40,16
617781,12579,40,16
617781,13027,40,16
617781,13115,40,16
617781,13121,40,16
617781,13198,40,16
617781,14058,40,16
617781,14688,40,16
617781,14754,40,16
617781,14894,40,16
617782,8,40,16
617782,15,40,16
617782,18,40,16
617782,23,40,16
617782,25,40,16
617782,58,40,16
617782,112,40,16
617782,114,40,16
617782,133,40,16
617782,145,40,16
617782,170,40,16
617782,188,40,16
617782,194,40,16
617782,205,40,16
617782,237,40,16
617782,264,40,16
617782,306,40,16
617782,736,40,16
617782,4385,40,16
617782,4494,40,16
617782,4887,40,16
617782,4903,40,16
617782,5633,40,16
617782,6180,40,16
617782,6482,40,16
617782,6637,40,16
617782,6764,40,16
617782,7019,40,16
617782,7218,40,16
617782,7645,40,16
617782,8046,40,16
617782,8625,40,16
617782,8685,40,16
617782,8928,40,16
617782,8968,40,16
617782,9108,40,16
617782,9428,40,16
617782,9505,40,16
617782,10057,40,16
617782,10422,40,16
617782,10930,40,16
617782,11087,40,16
617782,11276,40,16
617782,11414,40,16
617782,11538,40,16
617782,11786,40,16
617782,11838,40,16
617782,12344,40,16
617782,12571,40,16
617782,12820,40,16
617782,13067,40,16
617782,13464,40,16
617782,14099,40,16
617782,14218,40,16
617782,14300,40,16
617782,14559,40,16
617782,14988,40,16
617784,4340,29,9
618158,1526,29,9
618164,5624,29,9
618171,3866,29,9
618178,6544,29,9
618183,5053,29,9
618191,5287,29,9
618386,5079,29,9
618394,7447,29,9
618434,9759,29,9
618585,2508,29,9
618757,6482,29,9
619018,6427,29,9
619018,7720,29,9
619026,4706,29,9
619027,2140,29,9
619033,2181,29,9
619039,3489,29,9
619623,3433,29,9
619661,6537,29,9
619702,9478,29,9
619705,12165,29,9
619740,9736,29,9
619757,708,29,9
619792,12902,29,9
620105,2641,29,9
621772,8545,29,9
621855,14147,29,9
622099,13145,29,9
622214,426,40,16
622214,2513,39,20
622214,3218,40,16
622214,3236,40,16
622214,3242,40,16
622214,3531,40,16
622214,3549,40,16
622214,3804,40,16
622214,3851,40,16
622214,5344,40,16
622214,5359,40,16
622214,8020,40,16
622214,9072,40,16
622214,9417,40,16
622214,11660,40,16
622214,11817,40,16
622214,12223,40,16
622214,12316,40,16
622214,12666,40,16
622214,13251,40,16
622214,15007,40,16
622214,15031,40,16
623524,2513,39,20
623524,3544,40,16
623524,3980,40,16
623524,7184,40,16
623524,8146,39,20
623524,10002,40,16
623524,11790,40,16
623524,12968,40,16
623524,13432,39,20
624208,10749,40,16
630032,2646,39,20
630226,13101,39,20
630227,2511,39,20
630252,2520,39,20
630256,2442,39,20
630263,6558,39,20
630274,2451,39,20
630275,9570,39,20
630341,2395,39,20
630383,9774,40,16
630384,8236,39,20
630429,2547,40,16
630436,9622,39,20
630436,14966,39,20
630484,2927,39,20
630508,9380,39,20
630528,2361,39,20
630544,10743,39,20
630550,2638,39,20
630550,6661,39,20
630619,13854,39,20
630623,14650,39,20
630914,2721,40,16
630954,2709,39,20
630958,5128,39,20
630963,11474,39,20
630982,6984,39,20
631045,2632,39,20
631057,2531,39,20
631121,14246,39,20
631136,11644,39,20
631186,8314,39,20
631188,13808,39,20
631202,5118,39,20
631252,4391,39,20
631313,5062,39,20
631870,10094,40,16
631885,11459,40,16
631939,6686,40,16
631962,7184,40,16
632016,9895,40,16
632076,14783,40,16
632151,3084,40,16
632175,11680,40,16
632177,7879,40,16
632184,6353,40,16
632221,7855,40,16
632255,5536,40,16
632266,10014,40,16
632269,3732,40,16
632284,12109,40,16
632304,2884,40,16
632314,10734,40,16
632343,6564,40,16
632345,8108,40,16
632361,3703,40,16
632361,5960,40,16
632361,10221,40,16
632364,5907,40,16
632364,13495,40,16
632386,3789,40,16
632404,12591,40,16
632440,4169,40,16
632464,8800,40,16
632476,7330,40,16
632482,3929,40,16
632493,3505,40,16
632503,2203,40,16
632503,7336,40,16
632510,7084,40,16
632512,5281,40,16
632515,309,39,20
632515,4072,40,16
632515,10048,40,16
632516,3736,40,16
632528,6604,40,16
632529,3722,40,16
632537,5790,40,16
632557,3966,40,16
632562,8050,40,16
632564,4063,40,16
632564,5683,40,16
632564,5876,40,16
632570,3575,40,16
632570,6101,40,16
632570,7882,40,16
632583,15024,40,16
632585,7306,40,16
632585,10786,40,16
632588,11764,40,16
632596,3910,40,16
632596,6015,40,16
632596,8600,40,16
632601,5064,40,16
632601,10842,40,16
632602,6029,40,16
632602,13490,40,16
632604,4179,40,16
632604,7720,40,16
632604,13609,40,16
632608,3746,40,16
632608,5967,40,16
632608,14099,40,16
632616,3672,40,16
632621,14295,40,16
632626,333,40,16
632626,5753,40,16
632626,7573,40,16
632638,12265,40,16
632642,3087,40,16
632643,7037,40,16
632644,14196,40,16
632646,10423,40,16
632653,2194,40,16
632653,6798,40,16
632658,10346,40,16
632658,11409,40,16
632660,8397,40,16
632663,4114,40,16
632663,8836,40,16
632664,397,40,16
632674,3919,40,16
632674,11006,40,16
632675,2154,40,16
632682,3146,40,16
632682,4105,40,16
632682,12988,40,16
632686,1832,40,16
632686,3804,40,16
632686,4845,40,16
632686,7486,40,16
632686,7770,40,16
632686,7901,40,16
632686,14842,40,16
632688,7673,40,16
632691,12108,40,16
632697,914,40,16
632697,1048,40,16
632697,3562,40,16
632699,4846,40,16
632699,14672,40,16
632703,8493,40,16
632703,14066,40,16
632707,1678,40,16
632711,7004,40,16
632712,10358,40,16
632714,9840,40,16
632715,9758,40,16
632719,719,40,16
632720,8324,40,16
632769,603,40,16
