Cliente,FechaAltaCliente,Region,Gerencia,SubCanal,TipoPoblacion,Estrato,EF
9111,2016-03-23,5,27,9,2,1,0
9130,2016-03-28,5,33,9,1,4,0
9133,2016-03-29,3,9,9,2,3,0
9135,2016-03-29,3,8,9,2,2,0
9136,2016-03-29,5,31,9,2,2,0
9140,2016-04-01,3,7,12,2,2,0
9142,2016-04-01,4,26,10,2,2,0
9146,2016-04-01,4,26,9,1,1,0
9148,2016-04-01,4,13,12,2,3,1
9158,2016-04-04,5,27,16,1,3,1
9161,2016-04-05,5,17,9,2,2,1
9164,2016-04-06,1,4,18,2,3,0
9166,2016-04-06,3,10,18,2,1,0
9170,2016-04-07,4,21,9,2,3,0
9185,2016-04-11,4,15,9,2,2,0
9192,2016-04-13,1,20,12,1,2,0
9193,2016-04-13,3,8,20,2,3,0
9197,2016-04-15,1,20,9,1,2,0
9205,2016-04-18,5,31,12,2,5,1
9208,2016-04-18,3,25,15,1,2,1
9211,2016-04-18,4,22,16,1,1,1
9215,2016-04-20,4,26,22,2,3,0
9222,2016-04-22,1,5,9,2,2,1
9236,2016-04-25,3,7,12,2,2,1
9241,2016-04-26,3,7,15,2,2,1
9254,2016-05-02,1,18,22,2,4,0
9255,2016-05-02,5,12,9,1,2,0
9259,2016-05-02,3,10,22,2,2,0
9260,2016-05-02,3,24,15,1,1,1
9265,2016-05-02,1,5,9,2,3,0
9276,2016-05-04,5,31,9,2,3,0
9279,2016-05-05,4,21,10,1,1,0
9284,2016-05-05,4,6,12,1,2,0
9296,2016-05-08,3,10,10,2,1,0
9300,2016-05-09,1,5,18,2,3,0
9302,2016-05-09,4,15,25,2,2,1
9306,2016-05-10,1,18,15,2,2,0
9312,2016-05-11,3,32,16,1,2,1
9321,2016-05-16,1,16,12,2,2,1
9322,2016-05-16,1,16,9,2,2,1
9324,2016-05-17,4,14,9,2,1,0
9333,2016-05-19,3,25,18,2,2,1
9341,2016-05-20,3,25,8,1,2,0
9342,2016-05-20,1,16,9,2,2,1
9347,2016-05-22,1,4,9,1,1,0
9350,2016-05-23,5,19,9,2,2,0
9368,2016-05-26,5,11,9,2,3,0
9391,2016-06-01,4,13,9,2,1,0
9397,2016-06-02,1,18,9,2,2,0
9403,2016-06-03,4,15,9,2,2,1
9421,2016-06-08,3,8,23,2,5,0
9442,2016-06-14,5,31,15,1,4,1
9454,2016-06-16,4,21,9,2,1,0
9459,2016-06-16,3,24,24,1,1,1
9467,2016-06-21,5,27,12,2,2,1
9468,2016-06-21,3,28,7,1,1,1
9495,2016-06-28,5,31,6,2,2,0
9496,2016-06-28,5,33,12,1,2,1
9497,2016-06-28,5,11,9,2,1,0
9499,2016-06-28,5,31,9,1,2,1
9512,2016-07-04,1,20,16,1,3,1
9513,2016-07-04,3,24,9,1,1,0
9514,2016-07-04,1,16,7,1,2,0
9539,2016-07-08,1,20,22,2,4,0
9568,2016-07-13,4,14,15,2,3,0
9583,2016-07-19,3,9,9,2,2,1
9596,2016-07-22,5,27,9,1,2,0
9599,2016-07-24,4,15,10,2,2,0
9604,2016-07-24,3,32,9,2,3,0
9616,2016-07-26,4,22,12,2,1,1
9618,2016-07-26,1,16,7,2,3,1
9622,2016-07-27,1,18,9,2,3,0
9625,2016-07-28,4,15,9,1,2,0
9631,2016-08-01,4,6,9,2,1,0
9639,2016-08-02,5,12,9,2,2,0
9641,2016-08-02,1,16,9,2,3,0
9643,2016-08-03,3,32,15,2,1,1
9651,2016-08-05,5,33,15,2,1,1
9656,2016-08-08,3,30,9,1,1,0
9666,2016-08-09,3,10,9,2,2,0
9675,2016-08-10,1,5,9,2,1,0
9700,2016-08-15,1,18,9,2,2,1
9708,2016-08-16,4,15,9,2,1,0
9710,2016-08-16,3,10,9,2,1,0
9712,2016-08-16,3,7,9,2,2,1
9713,2016-08-16,4,14,9,2,1,0
9716,2016-08-17,4,15,15,2,2,1
9719,2016-08-17,5,11,9,2,3,0
9721,2016-08-17,5,12,9,1,2,0
9722,2016-08-17,5,27,18,2,4,0
9728,2016-08-18,5,27,9,2,2,0
9730,2016-08-18,4,14,9,2,1,0
9735,2016-08-22,3,32,15,1,2,1
9740,2016-08-22,5,11,9,2,1,0
9750,2016-08-23,4,14,9,1,1,1
9759,2016-08-24,4,13,9,2,2,1
9772,2016-08-29,3,9,18,2,3,0
9793,2016-09-04,4,26,12,2,2,0
9794,2016-09-04,3,28,15,1,3,0
9795,2016-09-04,5,12,6,2,3,0
9810,2016-09-06,5,27,9,2,5,0
9811,2016-09-06,3,9,22,2,3,0
9812,2016-09-06,4,6,9,2,2,1
9816,2016-09-07,5,31,12,2,3,1
9824,2016-09-08,3,9,9,2,2,0
9833,2016-09-11,3,25,9,1,2,1
9838,2016-09-11,4,15,18,2,3,0
9851,2016-09-13,3,10,9,1,1,0
9854,2016-09-14,1,18,9,2,1,0
9858,2016-09-14,4,14,9,1,1,0
9861,2016-09-15,4,15,9,2,1,0
9865,2016-09-15,4,6,9,2,1,1
9875,2016-09-18,3,30,9,2,2,1
9879,2016-09-18,3,25,10,2,2,0
9881,2016-09-19,3,9,18,2,2,0
9890,2016-09-20,1,23,9,2,2,0
9893,2016-09-20,1,18,9,2,1,0
9899,2016-09-21,1,20,9,1,2,0
9902,2016-09-22,3,30,9,1,3,0
9904,2016-09-22,1,16,9,2,2,0
9910,2016-09-25,3,9,9,2,2,0
9914,2016-09-25,5,11,9,1,2,1
9926,2016-09-27,3,9,18,2,2,0
9929,2016-09-27,4,15,18,2,3,0
9942,2016-10-02,4,13,9,2,2,0
9955,2016-10-02,3,7,15,2,3,0
9957,2016-10-03,5,12,9,2,2,0
9960,2016-10-03,4,21,9,2,1,0
9977,2016-10-09,1,20,9,1,1,0
9983,2016-10-09,3,8,9,2,3,0
9997,2016-10-10,5,11,9,2,3,0
10018,2016-10-12,1,20,16,1,2,1
10020,2016-10-12,4,6,16,2,1,1
10027,2016-10-13,1,18,12,2,4,1
10032,2016-10-14,5,11,9,2,1,0
10034,2016-10-14,1,18,9,2,4,0
10035,2016-10-17,5,33,18,1,1,0
10049,2016-10-19,5,19,9,1,2,0
10053,2016-10-20,1,20,9,1,2,1
10061,2016-10-21,4,13,9,2,1,0
10067,2016-10-23,3,9,15,2,1,0
10082,2016-10-26,4,14,15,1,1,0
10083,2016-11-03,1,5,12,2,3,1
10086,2016-10-27,5,29,6,2,3,0
10096,2016-11-01,5,12,15,2,3,0
10105,2016-11-02,1,16,9,1,1,0
10109,2016-11-03,3,7,15,2,2,0
10134,2016-11-09,4,15,10,2,2,0
10136,2016-11-10,3,8,22,2,4,0
10137,2016-11-10,1,16,18,2,4,0
10144,2016-11-11,4,22,12,2,2,1
10146,2016-11-11,3,32,9,1,1,0
10148,2016-11-14,4,26,9,2,1,0
10149,2016-11-14,5,11,9,2,1,0
10154,2016-11-14,4,13,9,1,1,0
10159,2016-11-15,5,17,9,2,3,0
10162,2016-11-16,5,33,15,1,2,1
10169,2016-11-17,3,32,18,1,2,1
10178,2016-11-20,1,20,9,2,2,0
10180,2016-11-20,3,7,15,2,3,0
10184,2016-11-22,5,27,25,2,2,1
10185,2016-11-22,3,9,9,2,1,1
10188,2016-11-22,4,26,22,1,2,0
10191,2016-11-22,3,10,15,2,2,1
10193,2016-11-23,1,18,15,2,3,0
10194,2016-11-23,1,16,18,2,3,1
10199,2016-11-24,3,30,9,2,3,1
10209,2016-11-25,3,7,9,2,2,0
10216,2016-11-28,5,33,15,2,1,1
10221,2016-12-01,5,12,9,2,2,0
10228,2016-12-01,1,18,9,2,4,0
10238,2016-12-02,1,20,15,2,1,1
10246,2016-12-06,5,19,16,2,6,1
10248,2016-12-06,4,21,16,2,3,1
10253,2016-12-07,4,15,9,2,2,0
10259,2016-12-11,4,21,6,2,3,0
10262,2016-12-11,3,8,22,2,3,0
10265,2016-12-11,3,32,20,2,3,0
10268,2016-12-11,4,14,6,2,3,1
10275,2016-12-12,3,10,9,2,2,1
10279,2016-12-12,4,21,9,2,3,0
10281,2016-12-13,3,25,22,2,3,0
10286,2016-12-14,1,16,12,2,4,1
10298,2016-12-15,4,22,16,1,1,1
10304,2016-12-16,5,27,9,2,3,0
10307,2016-12-18,1,16,7,1,3,0
10312,2016-12-18,3,24,9,2,1,1
10317,2016-12-19,4,21,9,2,1,1
10328,2016-12-26,4,13,9,2,1,0
10330,2016-12-22,5,11,9,2,2,0
10331,2016-12-22,3,10,9,2,3,0
10337,2016-12-23,5,27,9,1,3,1
10338,2016-12-23,1,18,15,2,2,0
10353,2016-12-27,4,21,24,2,3,1
10354,2016-12-27,4,15,22,2,6,1
10364,2017-01-03,1,16,9,2,1,1
10366,2017-01-03,1,16,12,2,3,1
10401,2017-01-12,3,28,18,1,1,0
10414,2017-01-16,3,32,9,1,2,1
10426,2017-01-17,4,6,9,2,1,0
10431,2017-01-17,4,13,10,2,1,1
10440,2017-01-18,1,16,9,1,1,0
10444,2017-01-19,4,13,10,2,1,0
10452,2017-01-20,4,22,16,2,4,1
10453,2017-01-22,1,16,9,2,3,0
10457,2017-01-23,3,10,7,2,2,0
10458,2017-01-23,3,9,9,2,2,0
10486,2017-01-26,3,10,15,2,2,0
10495,2017-01-29,4,13,9,1,2,0
10498,2017-01-29,1,5,18,2,2,0
10500,2017-02-01,3,30,9,2,3,0
10503,2017-02-01,4,22,9,1,3,0
10510,2017-02-01,5,12,12,2,2,0
10514,2017-02-01,3,25,9,1,1,0
10523,2017-02-02,4,13,10,2,3,0
10526,2017-02-02,4,22,9,2,2,0
10531,2017-02-03,4,15,22,2,2,1
10545,2017-02-08,3,10,9,2,3,0
10552,2017-02-08,4,6,9,2,1,1
10559,2017-02-14,3,9,9,2,2,0
10577,2017-02-13,5,27,10,1,3,1
10593,2017-02-16,5,33,12,2,2,1
10599,2017-02-17,1,4,12,2,2,1
10600,2017-02-17,3,28,9,1,2,0
10615,2017-02-21,5,12,14,1,2,0
10621,2017-02-21,4,22,6,2,1,0
10624,2017-02-22,5,19,9,2,1,0
10627,2017-02-22,4,15,9,2,3,0
10630,2017-02-22,3,9,12,2,2,1
10632,2017-02-22,1,18,18,2,5,0
10633,2017-02-23,3,24,9,2,1,0
10640,2017-02-26,4,13,9,2,1,1
10655,2017-02-26,1,4,16,2,3,1
10658,2017-02-26,3,25,16,2,2,1
10674,2017-03-01,3,28,12,2,3,1
10679,2017-03-01,4,13,9,2,1,0
10685,2017-03-01,5,27,9,2,2,1
10687,2017-03-02,1,20,9,2,2,1
10695,2017-03-03,4,6,9,2,2,0
10713,2017-03-06,1,4,9,2,3,1
10727,2017-03-08,5,17,9,2,3,0
10731,2017-03-09,4,6,9,2,1,0
10734,2017-03-09,3,10,9,2,2,1
10735,2017-03-09,5,27,9,2,2,0
10747,2017-03-12,1,4,12,2,2,1
10762,2017-03-14,1,23,9,2,2,0
10764,2017-03-14,4,13,9,2,1,0
10767,2017-03-15,4,21,9,2,3,0
10775,2017-03-15,3,8,9,2,2,0
10795,2017-03-17,1,18,9,2,3,1
10809,2017-03-22,1,18,9,2,5,0
10816,2017-03-23,4,15,9,2,1,0
10818,2017-03-23,5,27,15,2,3,1
10845,2017-04-02,3,25,9,2,2,0
10847,2017-04-02,1,5,9,2,3,0
10849,2017-04-02,3,10,9,2,1,0
10850,2017-04-02,1,18,9,2,3,0
10872,2017-04-05,4,6,12,1,3,0
10885,2017-04-07,4,6,9,2,1,0
10892,2017-04-10,5,11,9,2,2,1
10902,2017-04-13,1,18,9,2,2,1
10905,2017-04-13,5,33,15,2,2,1
10909,2017-04-14,4,6,9,2,1,1
10920,2017-04-17,1,18,9,2,3,0
10923,2017-04-18,1,18,7,2,3,0
10929,2017-04-23,5,12,9,1,2,0
10930,2017-04-23,4,21,9,2,3,1
10939,2017-04-23,3,30,18,2,3,0
10952,2017-04-24,3,9,22,2,3,0
10955,2017-04-24,5,17,12,2,3,1
10970,2017-04-27,3,28,9,2,2,0
10974,2017-04-27,4,15,18,2,2,0
10980,2017-05-02,3,10,9,2,1,0
10987,2017-05-02,4,13,9,2,1,0
10992,2017-05-03,1,16,9,2,2,0
10994,2017-05-03,5,29,16,1,3,0
11005,2017-05-07,5,33,15,2,2,0
11006,2017-05-07,3,7,9,2,2,0
11008,2017-05-07,5,27,9,2,3,0
11012,2017-05-08,1,23,9,2,3,1
11017,2017-05-10,5,11,16,2,2,0
11019,2017-05-10,1,18,12,2,3,0
11026,2017-05-10,3,7,19,2,3,0
11027,2017-05-10,3,8,15,2,2,1
11028,2017-05-10,5,12,6,2,2,0
11037,2017-05-15,3,9,9,2,3,0
11041,2017-05-16,5,19,9,2,3,0
11044,2017-05-17,3,32,16,2,2,0
11048,2017-05-17,3,9,6,2,3,0
11054,2017-05-18,4,15,9,1,1,0
11056,2017-05-18,1,16,9,2,4,0
11060,2017-05-19,4,6,15,2,1,0
11062,2017-05-19,4,13,9,2,1,0
11063,2017-05-19,3,9,9,2,3,0
11064,2017-05-21,4,14,9,2,2,1
11065,2017-05-21,4,26,9,2,2,0
11066,2017-05-21,4,13,9,1,2,0
11069,2017-05-22,5,12,9,2,2,1
11073,2017-05-22,3,25,15,2,3,0
11090,2017-05-29,5,27,7,2,2,0
11091,2017-05-29,4,21,9,1,2,0
11092,2017-05-29,1,4,9,1,2,0
11095,2017-05-29,4,15,9,2,1,0
11096,2017-05-29,3,28,15,2,2,0
11097,2017-05-29,3,24,9,2,1,1
11100,2017-05-29,1,4,9,2,2,1
11101,2017-05-29,5,31,9,1,2,0
11102,2017-05-29,4,6,9,1,2,0
11105,2017-06-04,4,26,9,2,1,1
11106,2017-06-04,5,11,16,2,2,0
11107,2017-06-04,3,25,10,1,2,0
11108,2017-06-04,3,7,9,2,3,0
11111,2017-06-04,3,25,9,2,2,0
11125,2017-06-06,1,20,9,1,1,1
11141,2017-06-08,3,24,9,2,3,1
11146,2017-06-08,3,30,15,2,2,0
11153,2017-06-08,1,5,9,2,1,0
11157,2017-06-09,3,10,9,2,2,1
11163,2017-06-09,4,15,10,2,3,0
11169,2017-06-12,5,12,9,1,2,0
11170,2017-06-12,1,18,9,2,2,0
11180,2017-06-14,3,8,9,2,2,0
11189,2017-06-14,4,13,12,1,2,0
11199,2017-06-16,5,33,12,2,1,1
11223,2017-06-21,5,11,9,2,3,0
11230,2017-06-22,5,17,6,2,2,0
11240,2017-06-22,3,9,16,2,3,1
11245,2017-06-26,5,12,25,2,2,1
11249,2017-06-26,3,24,15,2,3,1
11250,2017-06-26,4,21,24,2,3,0
11252,2017-06-26,5,27,10,2,2,0
11272,2017-07-03,4,13,9,2,2,1
11275,2017-07-03,3,9,18,2,1,0
11276,2017-07-03,4,26,9,2,1,0
11277,2017-07-03,4,6,10,2,1,0
11283,2017-07-04,1,23,6,2,2,1
11287,2017-07-04,4,15,10,2,2,1
11297,2017-07-07,1,18,7,2,2,0
11305,2017-07-09,3,25,12,1,2,1
11313,2017-07-11,4,21,6,2,2,0
11314,2017-07-11,5,33,15,2,2,1
11350,2017-07-18,1,20,9,1,2,0
11354,2017-07-18,4,14,9,2,3,0
11355,2017-07-18,3,8,9,2,2,0
11357,2017-07-19,1,16,12,2,3,1
11368,2017-07-20,3,25,16,1,2,1
11375,2017-07-23,4,14,9,2,1,0
11376,2017-07-23,5,33,22,2,4,1
11381,2017-07-24,3,25,22,2,3,0
11386,2017-07-24,5,31,9,2,4,1
11388,2017-07-24,3,8,10,2,2,0
11389,2017-07-24,3,8,9,2,3,0
11391,2017-07-24,4,15,9,2,1,0
11398,2017-07-25,4,21,9,1,1,0
11405,2017-07-26,3,7,24,2,2,0
11415,2017-07-27,1,16,9,2,1,0
11416,2017-07-27,3,9,15,2,1,1
11418,2017-07-27,5,31,9,2,3,0
11423,2017-07-27,1,16,15,2,2,1
11433,2017-08-01,5,17,12,2,4,1
11449,2017-08-02,3,9,10,2,2,1
11453,2017-08-02,1,20,18,2,1,0
11454,2017-08-02,1,5,18,2,4,0
11463,2017-08-04,1,16,12,2,5,0
11474,2017-08-06,1,23,15,2,3,1
11480,2017-08-08,3,28,7,2,4,0
11482,2017-08-09,4,6,9,2,1,0
11489,2017-08-09,4,14,7,2,2,1
11490,2017-08-09,3,9,18,2,1,0
11495,2017-08-10,3,9,9,2,3,0
11510,2017-08-13,5,33,7,2,2,0
11522,2017-08-15,1,20,25,2,2,1
11543,2017-08-17,3,25,9,2,3,0
11544,2017-08-17,4,6,15,1,1,0
11545,2017-08-17,3,10,12,2,2,0
11547,2017-08-17,4,6,9,2,1,0
11553,2017-08-21,1,16,9,2,2,0
11564,2017-08-22,4,26,6,2,1,0
11571,2017-08-23,4,15,16,2,2,0
11572,2017-08-23,4,21,12,2,3,1
11581,2017-08-24,1,20,15,1,2,0
11586,2017-08-24,5,27,12,2,3,0
11593,2017-08-25,4,6,9,2,1,0
11594,2017-08-25,1,20,18,2,2,0
11598,2017-08-25,3,8,7,2,3,0
11600,2017-08-28,3,9,16,2,1,1
11608,2017-08-29,3,8,18,2,3,0
11611,2017-08-29,4,15,16,2,1,0
11613,2017-08-29,3,28,9,2,1,0
11634,2017-09-03,5,11,9,2,3,0
11651,2017-09-04,5,27,12,2,2,0
11663,2017-09-06,4,22,24,2,2,0
11664,2017-09-07,3,25,10,1,1,0
11675,2017-09-10,4,15,9,2,2,1
11677,2017-09-10,1,23,12,2,3,0
11689,2017-09-12,4,6,10,2,1,1
11695,2017-09-13,5,11,9,2,2,0
11703,2017-09-14,1,18,9,2,1,0
11707,2017-09-14,4,13,10,2,3,0
11708,2017-09-15,5,19,16,2,3,0
11710,2017-09-15,5,12,6,2,2,0
11714,2017-09-17,1,16,15,2,2,1
11720,2017-09-18,3,9,18,2,2,0
11721,2017-09-18,4,21,9,2,1,0
11744,2017-09-26,3,28,7,2,2,0
11746,2017-09-26,4,15,18,2,2,0
11747,2017-09-26,5,27,9,1,2,0
11755,2017-09-26,5,17,9,2,2,0
11766,2017-09-26,3,28,22,2,2,0
11770,2017-09-27,3,10,9,2,2,0
11772,2017-09-27,1,20,9,2,2,0
11780,2017-09-27,1,16,9,2,1,0
11783,2017-09-27,3,10,9,2,1,0
11784,2017-09-27,4,21,12,1,1,1
11788,2017-10-01,5,17,12,2,1,0
11796,2017-10-01,1,23,9,2,3,0
11802,2017-10-01,4,21,16,2,3,1
11809,2017-10-01,5,29,15,2,2,1
11821,2017-10-01,5,31,9,2,2,1
11822,2017-10-01,4,13,24,2,2,1
11825,2017-10-02,1,23,15,2,3,1
11833,2017-10-04,3,10,9,2,2,0
11836,2017-10-04,3,10,9,2,1,0
11844,2017-10-06,4,21,9,2,2,0
11851,2017-10-08,5,17,10,1,2,0
11852,2017-10-08,5,31,9,1,2,1
11864,2017-10-09,1,4,1,2,4,0
11876,2017-10-10,5,12,9,1,2,0
11883,2017-10-11,5,19,9,2,2,0
11886,2017-10-11,5,27,12,2,3,0
11896,2017-10-12,4,13,15,2,2,0
11901,2017-10-12,3,8,9,2,2,0
11902,2017-10-12,4,21,14,2,2,0
11909,2017-10-13,5,33,12,2,1,0
11914,2017-10-13,5,11,9,2,2,0
11920,2017-10-15,1,5,9,2,1,0
11924,2017-10-15,5,31,6,2,2,1
11927,2017-10-16,3,9,12,2,2,0
11928,2017-10-16,5,31,9,2,2,1
11935,2017-10-16,1,5,12,2,3,0
11942,2017-10-18,3,25,12,1,1,1
11948,2017-10-18,3,8,16,2,2,1
11959,2017-10-19,3,8,18,2,2,0
11964,2017-10-22,4,6,9,2,1,0
11973,2017-10-23,3,8,15,2,2,0
11989,2017-10-25,5,27,18,2,3,0
11990,2017-10-25,4,21,9,2,2,0
11996,2017-10-25,4,15,9,2,1,0
11998,2017-10-25,4,15,16,2,2,0
12004,2017-10-27,1,4,17,2,2,0
12005,2017-10-27,1,20,16,2,2,1
12008,2017-10-27,4,26,9,1,1,0
12019,2017-10-29,3,30,9,2,3,0
12029,2017-10-29,1,16,12,1,2,0
12032,2017-10-29,1,34,22,2,3,0
12037,2017-11-02,3,25,16,2,2,1
12044,2017-11-02,3,7,18,2,3,0
12054,2017-11-02,4,14,16,2,2,0
12061,2017-11-02,1,5,9,2,1,0
12071,2017-11-02,4,21,9,2,1,0
12073,2017-11-02,3,7,10,2,1,0
12074,2017-11-02,3,7,15,2,2,0
12080,2017-11-02,1,5,9,2,3,0
12082,2017-11-02,4,26,18,2,4,0
12088,2017-11-03,3,10,7,2,2,0
12095,2017-11-06,4,14,9,2,1,0
12097,2017-11-06,3,8,6,2,3,0
12100,2017-11-07,3,28,9,2,3,1
12108,2017-11-07,3,9,15,2,2,1
12129,2017-11-13,1,5,15,2,2,0
12130,2017-11-13,1,18,9,2,1,0
12131,2017-11-13,1,5,16,2,2,0
12135,2017-11-13,4,21,9,2,2,0
12137,2017-11-13,3,25,22,2,3,0
12138,2017-11-13,5,11,23,2,4,1
12141,2017-11-14,5,27,12,1,2,1
12161,2017-11-15,3,9,7,2,2,0
12175,2017-11-16,3,30,1,2,2,1
12178,2017-11-17,3,8,16,2,2,0
12195,2017-11-20,4,21,16,2,1,1
12202,2017-11-20,3,9,6,2,2,0
12203,2017-11-20,3,25,12,1,1,1
12204,2017-11-20,1,5,18,2,4,0
12205,2017-11-21,1,4,22,2,2,1
12212,2017-11-22,3,28,9,1,1,1
12213,2017-11-22,3,9,9,2,4,0
12227,2017-11-24,5,17,9,2,2,0
12233,2017-11-26,3,7,7,2,3,0
12248,2017-12-06,1,23,15,2,2,1
12254,2017-12-06,5,31,7,2,2,0
12268,2017-12-06,1,23,7,2,4,1
12275,2017-12-06,4,13,1,2,1,0
12280,2017-12-06,1,16,18,2,4,0
12281,2017-12-06,4,6,9,2,2,0
12304,2017-12-07,3,10,6,2,2,1
12310,2017-12-13,3,9,12,2,2,0
12312,2017-12-13,4,13,9,2,1,0
12317,2017-12-14,1,18,22,2,2,0
12322,2017-12-18,5,27,6,2,2,1
12326,2017-12-18,4,6,9,2,1,1
12329,2017-12-19,5,12,9,2,3,0
12351,2017-12-21,3,25,15,2,2,1
12364,2017-12-22,3,24,7,2,3,1
12366,2017-12-22,1,18,1,2,2,0
12369,2017-12-24,4,26,10,1,2,0
12411,2018-01-09,3,10,15,2,2,1
12412,2018-01-09,5,27,19,2,3,1
12414,2018-01-09,4,14,9,2,1,0
12420,2018-01-10,1,20,10,1,2,0
12438,2018-01-18,5,19,12,2,2,1
12443,2018-01-18,5,12,9,2,2,0
12445,2018-01-18,3,30,18,2,3,0
12447,2018-01-18,3,24,12,2,2,1
12450,2018-01-18,3,8,9,2,2,1
12451,2018-01-18,3,8,18,2,2,0
12452,2018-01-18,3,10,9,2,1,0
12457,2018-01-18,1,5,16,2,3,1
12458,2018-01-18,5,19,10,1,1,0
12467,2018-01-18,5,11,9,2,2,0
12475,2018-01-18,4,26,9,2,1,0
12485,2018-01-21,3,24,15,2,2,1
12490,2018-01-23,4,21,9,2,2,0
12497,2018-01-23,3,8,14,2,3,1
12500,2018-01-23,3,24,7,2,1,1
12503,2018-01-25,4,6,15,2,1,0
12504,2018-01-25,4,15,22,2,2,0
12508,2018-01-25,3,24,9,2,3,1
12514,2018-01-25,3,24,10,1,2,0
12521,2018-01-26,5,27,1,2,1,0
12522,2018-01-26,4,26,12,2,3,0
12538,2018-02-02,4,15,7,2,2,0
12543,2018-02-02,4,26,12,2,1,1
12544,2018-02-02,3,10,9,2,2,0
12545,2018-02-02,4,13,10,1,1,0
12559,2018-02-02,1,5,9,2,1,0
12568,2018-02-02,3,9,15,2,1,0
12579,2018-02-04,4,6,9,2,2,0
12580,2018-02-04,3,28,15,2,1,0
12587,2018-02-05,1,18,9,2,3,0
12592,2018-02-06,5,11,16,2,3,0
12594,2018-02-06,1,20,15,2,3,0
12602,2018-02-09,4,14,9,2,2,0
12606,2018-02-09,1,5,22,2,2,1
12607,2018-02-09,3,25,12,2,2,0
12608,2018-02-09,1,20,15,2,3,0
12612,2018-02-09,5,11,18,2,2,1
12615,2018-02-09,1,23,9,2,3,1
12616,2018-02-09,1,18,18,2,3,1
12621,2018-02-09,3,25,22,2,3,1
12625,2018-02-11,3,30,15,2,2,0
12629,2018-02-11,3,8,18,2,2,0
12632,2018-02-12,3,32,6,2,2,0
12635,2018-02-12,1,16,9,2,1,0
12636,2018-02-12,5,27,9,2,3,0
12639,2018-02-13,4,22,16,2,1,0
12642,2018-02-13,1,16,22,2,1,0
12643,2018-02-13,4,6,9,2,1,0
12644,2018-02-13,5,19,9,2,2,0
12645,2018-02-13,1,16,9,2,2,0
12646,2018-02-13,1,18,6,2,5,1
12663,2018-02-16,3,24,22,2,2,0
12664,2018-02-18,5,11,7,2,6,0
12678,2018-02-19,1,20,9,2,1,0
12686,2018-02-19,5,11,9,2,3,1
12693,2018-02-20,4,15,12,2,3,0
12694,2018-02-20,5,33,15,2,3,0
12695,2018-02-20,3,28,11,2,2,1
12698,2018-02-20,5,11,9,2,2,0
12720,2018-02-25,3,9,15,2,2,1
12721,2018-02-25,5,12,9,2,2,1
12726,2018-02-26,5,11,18,2,4,0
12737,2018-02-27,1,16,12,2,3,0
12746,2018-03-01,5,11,15,2,3,0
12749,2018-03-01,1,5,24,2,2,0
12754,2018-03-02,5,12,16,2,2,0
12756,2018-03-02,5,12,10,1,3,0
12764,2018-03-04,5,17,6,2,1,0
12767,2018-03-04,3,8,12,2,3,0
12769,2018-03-05,4,13,9,2,1,0
12772,2018-03-05,5,33,18,2,1,0
12773,2018-03-05,5,27,16,2,2,0
12782,2018-03-06,5,17,9,2,3,0
12787,2018-03-06,1,5,18,2,2,0
12788,2018-03-07,5,31,7,2,1,1
12798,2018-03-07,5,33,24,2,2,0
12802,2018-03-08,3,9,22,2,2,1
12804,2018-03-08,1,5,16,2,3,1
12808,2018-03-09,4,26,12,2,5,0
12811,2018-03-11,4,22,15,2,3,0
12818,2018-03-12,4,6,10,1,2,0
12819,2018-03-12,4,14,10,2,1,0
12821,2018-03-12,5,11,16,2,1,0
12840,2018-03-14,1,18,9,2,1,0
12842,2018-03-14,1,4,15,2,2,0
12850,2018-03-15,3,8,15,2,3,0
12852,2018-03-15,1,16,6,2,6,1
12858,2018-03-18,4,14,10,2,2,0
12869,2018-03-19,5,12,1,1,1,0
12873,2018-03-20,3,10,9,2,2,0
12880,2018-03-21,4,21,23,2,3,0
12894,2018-03-23,3,9,14,2,2,0
12900,2018-03-26,5,11,18,2,2,1
12906,2018-03-27,5,29,12,2,3,1
12908,2018-03-27,4,21,10,1,1,0
12917,2018-03-28,4,6,16,2,1,1
12926,2018-03-29,1,16,9,2,2,1
12941,2018-04-04,3,9,16,2,2,0
12943,2018-04-04,5,33,15,2,2,1
12944,2018-04-04,3,10,12,2,3,0
12946,2018-04-04,4,6,14,2,2,0
12949,2018-04-05,1,23,15,2,2,1
12954,2018-04-06,4,13,10,2,3,0
12957,2018-04-08,1,20,9,2,2,0
12971,2018-04-09,3,8,22,2,3,0
12977,2018-04-10,2,2,12,2,6,0
12983,2018-04-10,5,19,9,2,6,0
12990,2018-04-11,5,17,12,2,2,1
12991,2018-04-11,3,9,9,2,2,0
12992,2018-04-11,3,30,15,1,2,1
13006,2018-04-15,1,23,7,2,2,0
13007,2018-04-15,3,30,15,2,2,0
13014,2018-04-15,3,8,7,2,3,1
13017,2018-04-16,4,6,10,2,1,0
13020,2018-04-16,3,9,22,2,3,1
13026,2018-04-17,5,19,22,2,2,0
13042,2018-04-23,5,27,9,2,2,0
13043,2018-04-23,5,12,12,2,2,0
13047,2018-04-24,3,24,15,1,2,0
13049,2018-04-24,4,6,9,2,2,0
13063,2018-04-26,5,33,7,2,1,0
13069,2018-05-01,4,15,9,2,3,0
13076,2018-05-02,3,8,9,2,2,0
13080,2018-05-04,3,30,16,1,2,0
13082,2018-05-06,4,21,9,2,2,1
